loan_id,borrower_id,disbursement_date,loan_amount_ngn,loan_term_days,interest_rate_pct,credit_score_at_approval,approval_threshold_override,status,due_date
LNA496CF8D,BRWDEA816F9,2023-12-28,39134,7,18.87,457,False,repaid,2024-01-04
LND4D02F02,BRW9D48ADEE,2023-01-27,73160,30,46.14,319,False,repaid,2023-02-26
LNFDEB7356,BRWF04F7C0D,2023-02-14,74864,30,40.14,646,False,repaid,2023-03-16
LN7847396B,BRWF04F7C0D,2024-09-17,45987,30,45.64,552,False,active,2024-10-17
LNC1281DA9,BRWC44FBADF,2023-07-25,30813,14,32.29,709,False,repaid,2023-08-08
LN0C61F58B,BRW86EE4732,2023-01-01,41634,30,35.87,616,False,repaid,2023-01-31
LN77168A08,BRW655E97E4,2023-01-12,56157,60,43.65,604,False,repaid,2023-03-13
LN1935F8CE,BRW655E97E4,2022-12-14,53405,14,20.46,417,False,defaulted,2022-12-28
LNE35AB80C,BRWE341CF0C,2023-05-09,5014,30,36.55,503,False,repaid,2023-06-08
LN3CE8C2A3,BRWE341CF0C,2024-07-16,43340,7,41.32,837,False,written_off,2024-07-23
LNF2FB6413,BRW433A2961,2023-02-12,54863,60,24.73,391,False,repaid,2023-04-13
LN3BD16249,BRW433A2961,2024-04-08,29996,90,19.1,536,False,repaid,2024-07-07
LN69751A3E,BRW433A2961,2024-04-22,7952,30,19.71,742,True,repaid,2024-05-22
LN2A3533C6,BRWA7A9C95C,2023-07-02,339963,30,37.37,780,False,repaid,2023-08-01
LN6687AD25,BRW68688559,2024-04-29,17810,30,38.33,421,True,repaid,2024-05-29
LN790BD391,BRW8F5FF180,2023-09-21,18474,60,34.55,734,False,repaid,2023-11-20
LND7F9BF5C,BRWB1107156,2024-03-18,218316,60,24.01,836,True,repaid,2024-05-17
LN53BCF37D,BRW018CD377,2023-06-23,311432,90,26.15,499,False,repaid,2023-09-21
LN28199162,BRW6291CD79,2022-11-20,178452,30,28.52,734,False,repaid,2022-12-20
LN610428D4,BRWC44D74AE,2024-08-26,185855,14,35.5,696,False,repaid,2024-09-09
LN55689B53,BRW30352B97,2023-08-28,27863,60,37.43,753,False,repaid,2023-10-27
LN19828DAE,BRW1FE39C21,2022-10-11,28890,14,42.95,305,False,repaid,2022-10-25
LN21300F32,BRW1FE39C21,2023-11-19,25632,30,28.48,327,False,repaid,2023-12-19
LN6CCF8A03,BRW5F44B2D2,2022-07-04,36590,60,29.16,844,False,repaid,2022-09-02
LNFFD41638,BRW5F44B2D2,2023-07-18,17224,30,19.29,688,False,repaid,2023-08-17
LN720A5106,BRWCB435D29,2024-09-08,36111,60,44.4,581,False,active,2024-11-07
LNC97C1A09,BRWCB435D29,2023-01-10,21879,14,44.08,444,False,repaid,2023-01-24
LNF450B1F1,BRWCB435D29,2023-09-06,103996,30,25.99,704,False,repaid,2023-10-06
LN311567B5,BRW6C61104E,2024-08-16,30827,90,41.51,439,False,active,2024-11-14
LNB1442B2F,BRW6C61104E,2024-02-25,137996,30,18.63,590,False,written_off,2024-03-26
LN8F3822A6,BRW6C61104E,2024-03-05,7943,30,33.53,635,False,repaid,2024-04-04
LN37F47F12,BRW84BEA89C,2023-09-16,46539,30,25.55,541,False,defaulted,2023-10-16
LND349290B,BRW84BEA89C,2023-04-26,147310,30,28.24,784,False,repaid,2023-05-26
LN23407914,BRW0538FEB3,2023-05-19,47030,60,33.84,778,True,repaid,2023-07-18
LNEB865F99,BRW0538FEB3,2023-05-09,35831,30,25.17,422,False,repaid,2023-06-08
LN19D33C0D,BRW0538FEB3,2024-06-06,11216,30,35.95,492,False,repaid,2024-07-06
LNB06FC668,BRW9635FE34,2023-04-01,11714,90,38.8,812,False,repaid,2023-06-30
LN97E75545,BRW9635FE34,2024-08-06,67338,90,44.59,714,False,active,2024-11-04
LN3694671A,BRWD7F81BE3,2023-03-01,7347,7,33.93,850,False,repaid,2023-03-08
LN2520AD52,BRWD7F81BE3,2023-03-03,17863,30,43.98,659,False,repaid,2023-04-02
LNA009BF86,BRW945B3F14,2024-05-07,24074,60,31.55,826,True,defaulted,2024-07-06
LNC043BA4E,BRW945B3F14,2024-09-16,48464,30,27.77,384,False,active,2024-10-16
LN3E0EABA4,BRW9256AA5A,2024-09-26,120033,14,18.72,623,False,active,2024-10-10
LN517EDF6C,BRW9256AA5A,2022-12-08,7206,90,41.44,650,False,repaid,2023-03-08
LNFA029BC9,BRW18C72FDF,2023-06-06,59900,14,46.78,711,False,repaid,2023-06-20
LN459251D3,BRW63490B56,2022-11-17,28476,90,35.8,303,False,defaulted,2023-02-15
LNCA1A34E2,BRW63490B56,2024-08-31,8940,30,36.28,467,True,written_off,2024-09-30
LN612E4A9E,BRW07F6ADC0,2023-12-24,26388,90,22.2,505,True,repaid,2024-03-23
LN27623C5B,BRWFF191277,2024-05-10,38893,90,47.03,427,False,defaulted,2024-08-08
LN1779352F,BRWCDB61DC7,2023-05-21,314041,14,36.0,667,False,repaid,2023-06-04
LNDA24AC10,BRWCDB61DC7,2022-12-27,89417,30,33.79,637,False,repaid,2023-01-26
LN7026B511,BRWCDB61DC7,2022-09-16,10547,30,31.1,492,False,repaid,2022-10-16
LN44DF4AA1,BRW0932FCF5,2022-10-13,11453,30,30.56,671,False,repaid,2022-11-12
LN0D9A9836,BRWFDAB4AF1,2023-11-21,138223,60,35.26,549,True,repaid,2024-01-20
LNEA159117,BRW1C42F37D,2024-09-28,24879,30,42.74,405,False,active,2024-10-28
LN10DFE34D,BRW1C42F37D,2024-07-20,123853,14,22.09,633,False,repaid,2024-08-03
LN4BC6945E,BRWED306B94,2023-07-22,7691,60,41.52,722,False,repaid,2023-09-20
LN71B186DD,BRW24BCACB5,2024-08-28,18784,60,39.35,379,False,active,2024-10-27
LN129C40B9,BRW24BCACB5,2024-04-10,33746,14,26.15,762,False,repaid,2024-04-24
LN8DD21DCC,BRW9861B081,2022-12-02,12698,30,42.37,451,False,repaid,2023-01-01
LNF39F9361,BRW9861B081,2023-02-10,35797,30,36.0,591,False,repaid,2023-03-12
LNE007D032,BRW8DCECDEA,2024-09-30,339016,30,38.33,408,False,active,2024-10-30
LN7F827A0D,BRW6BC6178B,2023-08-06,37019,60,31.51,526,False,defaulted,2023-10-05
LNCE3137D7,BRWABE65617,2024-03-01,6364,60,32.72,458,False,repaid,2024-04-30
LNECF2E9C0,BRW2E8447CE,2023-07-12,392843,30,45.87,506,True,repaid,2023-08-11
LN7D1AF35C,BRW2E8447CE,2024-09-16,27215,7,36.67,546,False,repaid,2024-09-23
LN1830EEEC,BRW52AD3458,2024-09-28,33517,30,45.83,519,True,active,2024-10-28
LN128B9B8A,BRWF93F70D9,2024-07-22,64148,30,42.11,664,False,repaid,2024-08-21
LN4C5FC40C,BRWFE0F00FE,2022-07-01,8330,30,32.15,390,False,repaid,2022-07-31
LNBC542C98,BRWFE0F00FE,2023-04-25,11126,60,36.48,692,False,repaid,2023-06-24
LN854F232A,BRW482C3C39,2022-08-10,59450,60,37.39,830,False,repaid,2022-10-09
LN90198D0B,BRW482C3C39,2022-06-26,146615,90,29.08,501,False,repaid,2022-09-24
LN78783332,BRW482C3C39,2022-12-27,15601,14,39.23,494,False,repaid,2023-01-10
LN22817109,BRWD7ADCE71,2023-08-18,296963,14,33.56,541,False,repaid,2023-09-01
LNF73DB5B3,BRWD7ADCE71,2024-04-01,196696,90,31.49,840,False,repaid,2024-06-30
LN6C72C3BE,BRWD7ADCE71,2022-09-10,32014,60,40.17,579,False,repaid,2022-11-09
LN6BCAF1E4,BRWBC0AAFE5,2023-04-03,11075,30,22.47,714,False,repaid,2023-05-03
LNBA1E462B,BRW03A614B5,2023-04-11,117544,14,40.85,498,False,repaid,2023-04-25
LN90960AF5,BRW03A614B5,2024-02-04,112815,60,34.49,635,False,repaid,2024-04-04
LN511DD67A,BRW3AE67C7D,2023-04-06,42124,14,46.5,756,False,repaid,2023-04-20
LN95DF0F4E,BRWE9085B99,2024-02-15,42292,14,27.33,634,True,repaid,2024-02-29
LNB2763A00,BRW9AE64E21,2024-02-20,149315,14,29.66,684,False,repaid,2024-03-05
LNF6328C9C,BRW148BCE67,2024-09-05,190975,30,36.9,449,True,active,2024-10-05
LN2FE4F705,BRW315A5EC1,2022-10-18,41712,14,32.58,353,False,repaid,2022-11-01
LN2E566B40,BRW315A5EC1,2023-12-24,8488,60,44.5,723,False,repaid,2024-02-22
LN79DD917F,BRW315A5EC1,2023-11-16,37490,90,29.55,571,False,repaid,2024-02-14
LNB4D5165A,BRW1944F97C,2023-04-30,154699,60,18.06,771,False,repaid,2023-06-29
LNA72A4E0D,BRW1944F97C,2023-05-28,153704,30,25.92,567,False,repaid,2023-06-27
LNA75FF0A3,BRW2894BFD1,2023-01-16,7386,14,41.99,744,False,repaid,2023-01-30
LN5A7D2652,BRW2894BFD1,2022-11-29,246023,7,39.46,822,False,repaid,2022-12-06
LN0122C97D,BRW2894BFD1,2023-06-13,135406,14,38.12,394,False,repaid,2023-06-27
LN4E924973,BRW677FBC84,2024-09-01,29514,30,25.89,627,True,active,2024-10-01
LNFF4954E1,BRW677FBC84,2022-12-10,197497,90,47.85,787,False,repaid,2023-03-10
LND504D741,BRW412F3F08,2023-10-15,8120,60,42.01,398,True,written_off,2023-12-14
LNACBF50DA,BRW70D2D060,2022-08-19,37182,60,28.49,429,False,repaid,2022-10-18
LN93E47263,BRW70D2D060,2024-04-01,156543,60,23.41,321,False,defaulted,2024-05-31
LN17524669,BRW5FEB026F,2023-08-14,12409,7,18.19,815,False,written_off,2023-08-21
LNE27A5691,BRW5FEB026F,2023-10-09,29004,30,44.91,378,True,repaid,2023-11-08
LN7C87253A,BRW62F6A58C,2022-09-20,43513,30,47.95,505,False,repaid,2022-10-20
LN6FDFF2EA,BRW62F6A58C,2023-01-31,15157,90,20.61,429,False,repaid,2023-05-01
LNCFD89DF4,BRW62F6A58C,2023-07-29,28028,30,47.04,506,False,repaid,2023-08-28
LND1B3C636,BRWE578A539,2022-06-23,14538,30,22.17,646,False,repaid,2022-07-23
LNA938D8D6,BRW11F5D329,2023-02-03,36003,30,45.1,621,False,written_off,2023-03-05
LN67713E56,BRW64E3502F,2024-05-02,41035,90,41.18,302,False,repaid,2024-07-31
LN94E7CCDF,BRW64E3502F,2022-11-30,39245,7,28.95,507,False,repaid,2022-12-07
LN942CF73B,BRWCC6763E5,2024-01-10,20161,60,47.05,588,False,repaid,2024-03-10
LN08CC3EF3,BRWCC6763E5,2023-08-03,8674,30,22.44,410,False,repaid,2023-09-02
LNA6A110D8,BRWA598B105,2024-04-30,137643,14,41.24,325,False,defaulted,2024-05-14
LN07B36951,BRW60403FBD,2023-04-27,182232,60,41.24,400,True,defaulted,2023-06-26
LN39C4E4EB,BRW60403FBD,2024-06-10,32305,14,27.08,793,False,repaid,2024-06-24
LN54407344,BRW60403FBD,2023-09-20,50760,60,25.0,422,False,repaid,2023-11-19
LN358B88DF,BRW3FAA5F91,2022-07-04,14615,30,23.52,576,False,repaid,2022-08-03
LN9CFD38EE,BRW3FAA5F91,2024-05-21,94465,60,36.83,529,False,repaid,2024-07-20
LNDA070A21,BRW3FAA5F91,2023-12-31,11064,60,31.33,841,False,repaid,2024-02-29
LNE722328B,BRWB5A6F082,2024-02-09,20515,7,39.63,370,False,repaid,2024-02-16
LN9C36BE56,BRW25C78C1C,2024-01-25,29800,7,44.68,375,False,repaid,2024-02-01
LNB1DEB957,BRW25C78C1C,2023-03-22,186088,30,42.04,344,False,repaid,2023-04-21
LNA3AFB651,BRW25C78C1C,2023-03-31,89123,90,43.57,677,False,repaid,2023-06-29
LN8591B9F0,BRW9E688FA7,2023-06-13,152750,7,30.76,780,False,repaid,2023-06-20
LND32ACCF2,BRW9E688FA7,2024-03-30,168009,90,47.35,463,False,repaid,2024-06-28
LN729BEC39,BRW9E688FA7,2024-09-28,67002,30,21.53,824,False,active,2024-10-28
LN7C7903D6,BRWC66F0B2F,2024-08-15,67827,14,19.47,303,False,defaulted,2024-08-29
LNEE126597,BRWC66F0B2F,2022-12-19,37741,90,38.01,652,False,repaid,2023-03-19
LN50104B5A,BRWC66F0B2F,2023-11-19,37174,30,21.88,775,True,repaid,2023-12-19
LNBE703504,BRW2EECFECD,2022-09-16,32970,30,46.85,802,False,repaid,2022-10-16
LNC9A9339C,BRW2EECFECD,2023-06-06,41892,30,21.6,662,False,repaid,2023-07-06
LN3F743C7C,BRW2EECFECD,2022-12-27,199143,30,28.55,843,False,repaid,2023-01-26
LN025778AB,BRWAEA9419D,2023-06-01,35603,14,34.53,784,False,repaid,2023-06-15
LN93280B09,BRW61BA4650,2023-10-15,435550,60,29.21,588,False,repaid,2023-12-14
LN843D49B4,BRW61BA4650,2024-02-19,48690,90,35.36,849,True,repaid,2024-05-19
LND5A18FDD,BRW82BA6F49,2022-10-06,59463,14,30.77,363,False,repaid,2022-10-20
LNF8D97300,BRW9766AD54,2022-10-31,79344,30,19.13,493,False,repaid,2022-11-30
LNFB4170E5,BRW9766AD54,2024-03-04,41379,7,33.47,628,False,repaid,2024-03-11
LN44762598,BRWEACC6CC2,2024-08-10,111715,30,22.07,482,False,repaid,2024-09-09
LN6A04316E,BRWEACC6CC2,2024-04-22,40970,14,30.1,426,True,repaid,2024-05-06
LNC60A9325,BRWFFECFCCF,2024-01-25,29142,14,24.63,469,False,repaid,2024-02-08
LN597C2097,BRWFFECFCCF,2023-08-26,375976,30,26.31,308,False,repaid,2023-09-25
LN98CC9063,BRWFFECFCCF,2024-06-08,33795,60,32.48,793,False,repaid,2024-08-07
LND6EF9069,BRWC159BAE2,2022-08-20,69442,30,28.49,516,False,repaid,2022-09-19
LN0F5D2FEA,BRWC159BAE2,2023-10-28,10012,90,22.74,332,False,written_off,2024-01-26
LN5BDFD70A,BRW69EA929F,2023-11-10,17327,7,36.35,660,False,repaid,2023-11-17
LN9F9A1237,BRW69EA929F,2022-12-19,11581,14,34.11,771,False,repaid,2023-01-02
LN213CEF24,BRW3979597B,2023-07-15,22843,30,18.47,408,True,repaid,2023-08-14
LN8F687874,BRW783506A5,2023-10-12,174242,60,21.44,657,True,repaid,2023-12-11
LND17EF1FB,BRW1D3AE65A,2022-09-18,182365,90,37.25,725,False,repaid,2022-12-17
LNF335EB8E,BRW1D3AE65A,2023-01-06,46134,90,33.08,628,False,repaid,2023-04-06
LN901BE445,BRW1D3AE65A,2024-03-11,10842,7,19.6,493,False,repaid,2024-03-18
LN2DE0F6A1,BRWF9CF00C7,2023-07-27,15575,14,47.67,642,False,repaid,2023-08-10
LN2274F02B,BRW25070E1C,2022-11-30,139571,90,26.53,473,False,repaid,2023-02-28
LNB8CAE245,BRWD1211884,2022-08-25,21129,60,42.04,692,False,repaid,2022-10-24
LN1DF41B8D,BRW7681EE57,2023-02-21,8249,30,47.56,555,False,repaid,2023-03-23
LNA65B8B4C,BRW7681EE57,2022-07-23,28427,30,40.14,436,False,repaid,2022-08-22
LN7BBA94DF,BRW7681EE57,2024-06-27,93374,14,45.16,799,True,defaulted,2024-07-11
LN05A8D463,BRWD4A6AD8B,2023-02-15,10629,60,29.76,496,False,repaid,2023-04-16
LNF4FE2AAD,BRW92BDB30A,2022-06-13,372355,14,36.38,627,False,repaid,2022-06-27
LN55977CBC,BRW92BDB30A,2024-04-13,193866,30,35.78,637,True,repaid,2024-05-13
LN1AE8DD6F,BRW960292FB,2024-09-11,12611,30,26.53,576,False,active,2024-10-11
LNC51382A7,BRWCB048642,2023-01-08,154012,60,22.62,591,False,repaid,2023-03-09
LNE56D3A63,BRWCB048642,2022-10-02,7000,60,33.18,343,False,repaid,2022-12-01
LN7B84B359,BRW32D71092,2023-04-11,37977,30,38.73,672,False,repaid,2023-05-11
LN95127582,BRW9962A4B6,2022-12-09,82670,90,36.2,768,False,repaid,2023-03-09
LN386D0DE8,BRWC46262AF,2023-08-01,22898,30,18.76,453,False,repaid,2023-08-31
LN89E949BF,BRW56B1DA1F,2022-12-13,25620,7,23.12,712,False,repaid,2022-12-20
LN01A46546,BRWF313BA95,2023-03-24,21430,14,32.3,557,False,repaid,2023-04-07
LNC06D85D7,BRWF313BA95,2022-08-23,15361,30,31.23,559,False,repaid,2022-09-22
LN80F0B18A,BRWF313BA95,2022-07-11,36069,60,37.55,437,False,repaid,2022-09-09
LN06A7953C,BRWEEA3BAB4,2024-04-07,179367,60,39.02,781,False,repaid,2024-06-06
LN081DF57A,BRWEEA3BAB4,2023-10-25,13787,30,38.64,646,False,repaid,2023-11-24
LNC3077F47,BRW7D44CCAF,2024-09-30,7345,14,41.95,804,False,active,2024-10-14
LN27313E62,BRW2D9D9F32,2022-10-19,16983,30,47.66,366,False,repaid,2022-11-18
LNB7057D90,BRW2D9D9F32,2024-01-28,454488,60,39.29,744,False,repaid,2024-03-28
LND75E131A,BRWF9F8306F,2023-12-17,107549,30,23.72,473,False,repaid,2024-01-16
LN07D9D3B2,BRW45AE5426,2022-12-14,46062,90,47.51,736,False,repaid,2023-03-14
LNCB2A66E5,BRW39B63AC7,2023-03-08,142349,14,29.02,536,False,repaid,2023-03-22
LN5F167725,BRW39B63AC7,2023-01-27,161774,7,32.03,495,False,repaid,2023-02-03
LN97E043E8,BRW39B63AC7,2022-07-29,35754,30,41.23,306,False,repaid,2022-08-28
LN05846E17,BRWF0FDF26B,2023-03-17,154727,60,46.75,767,False,repaid,2023-05-16
LN5A43375C,BRW9C457ED2,2022-08-12,5752,14,26.34,563,False,repaid,2022-08-26
LN0F2D5CC4,BRWDE0AB6D2,2023-06-15,76430,30,36.37,493,False,repaid,2023-07-15
LN2A8268A2,BRWB5C55333,2022-09-07,257533,30,27.26,401,True,repaid,2022-10-07
LNEE5311BA,BRW2027AB37,2023-01-22,110131,90,18.91,310,False,repaid,2023-04-22
LNC08C6976,BRW7B3EC739,2023-01-30,14329,30,33.07,729,False,repaid,2023-03-01
LNCC26661E,BRWB3C3A7F5,2022-07-11,95217,90,41.77,414,False,defaulted,2022-10-09
LN730BD90D,BRWB3C3A7F5,2023-11-21,47850,60,43.55,614,False,repaid,2024-01-20
LNEAF6E2EE,BRW3DCFACF9,2022-10-21,12864,90,40.72,624,False,repaid,2023-01-19
LNF89214B4,BRWC2ED3DC5,2024-09-14,10746,14,33.12,407,False,repaid,2024-09-28
LN26460FF0,BRW4E65683C,2023-02-02,137643,7,33.98,326,True,repaid,2023-02-09
LNDA5CB26F,BRWDD60D379,2022-06-20,486860,14,21.87,394,False,repaid,2022-07-04
LNC59EEA51,BRW8367EEC5,2023-04-08,21569,7,30.68,346,False,repaid,2023-04-15
LN7FD33C6F,BRW6E6E5513,2023-12-16,100217,30,43.86,588,False,repaid,2024-01-15
LNAACAADDF,BRWD5CCD4D8,2023-01-01,123428,60,27.2,807,False,repaid,2023-03-02
LN71CAB863,BRWD5CCD4D8,2022-10-11,144693,14,19.97,321,False,repaid,2022-10-25
LNB7E99412,BRWD5CCD4D8,2024-03-06,18059,14,27.1,641,False,repaid,2024-03-20
LNC9B4810B,BRW29B47EDF,2023-09-27,83530,60,38.77,665,False,repaid,2023-11-26
LNEF229FD1,BRW50DF0916,2022-08-27,493236,30,42.7,808,False,repaid,2022-09-26
LN0263F76B,BRW3BFD5102,2023-10-01,29318,60,24.39,775,False,repaid,2023-11-30
LN653C4584,BRW99290C01,2023-11-28,19628,90,35.61,818,False,defaulted,2024-02-26
LN0DF7302C,BRW1EF863BC,2024-06-27,72150,30,44.96,528,True,repaid,2024-07-27
LN43A453CB,BRWDBD6E423,2024-01-14,60499,60,27.57,409,False,repaid,2024-03-14
LN44CD2FCD,BRW704D826A,2022-12-15,11949,90,42.82,700,False,written_off,2023-03-15
LND4D3832C,BRW363A0C55,2024-07-25,167456,14,24.84,623,True,repaid,2024-08-08
LNCD3783C0,BRW363A0C55,2023-04-18,273544,60,28.65,779,False,repaid,2023-06-17
LNAB35FB61,BRW864E4C03,2024-04-03,140798,14,38.21,656,False,repaid,2024-04-17
LN4EC2EFF9,BRW808004E8,2024-07-17,34502,60,42.07,815,False,repaid,2024-09-15
LN675882DD,BRW82724B1A,2022-11-16,77749,30,18.27,766,False,repaid,2022-12-16
LNA537D34B,BRW82724B1A,2023-03-11,131358,7,26.85,369,False,repaid,2023-03-18
LN686B933D,BRW82724B1A,2022-09-17,178918,60,46.58,586,False,repaid,2022-11-16
LNCCB0C3F6,BRW50A7B11A,2023-12-18,36685,30,41.09,579,False,repaid,2024-01-17
LN7C168973,BRW50A7B11A,2023-04-04,65544,60,18.47,724,False,repaid,2023-06-03
LN40804FD4,BRW50A7B11A,2022-09-29,35552,30,26.81,634,False,defaulted,2022-10-29
LND06CBC88,BRW8C6B6279,2022-06-30,130730,30,32.49,842,False,repaid,2022-07-30
LN75473031,BRW8C6B6279,2023-02-18,65688,30,33.4,358,False,repaid,2023-03-20
LNFBBF3705,BRW4ABC067B,2023-09-19,43980,30,21.64,464,False,written_off,2023-10-19
LN252C64E6,BRWEEA8E37F,2024-04-27,184128,14,45.67,595,True,written_off,2024-05-11
LND40AF32D,BRWEEA8E37F,2024-05-06,75402,30,44.93,470,False,repaid,2024-06-05
LN557897D9,BRWEEA8E37F,2023-09-30,326895,7,22.64,771,True,repaid,2023-10-07
LND1A3C74A,BRWBEEAC8FF,2024-09-03,24399,60,38.15,441,False,active,2024-11-02
LNBB25354C,BRWBEEAC8FF,2022-12-28,117590,14,18.81,416,False,repaid,2023-01-11
LNF07C4351,BRWBEEAC8FF,2022-10-19,5758,7,41.52,711,False,repaid,2022-10-26
LN814A1822,BRWCB7FC80A,2022-10-10,49230,14,47.59,734,False,repaid,2022-10-24
LNB28A91F0,BRW9C60DE5E,2024-07-12,196942,30,21.26,623,False,written_off,2024-08-11
LNB9276E27,BRW5E424B2F,2024-04-15,131549,60,42.81,723,False,defaulted,2024-06-14
LN769387E9,BRW5E424B2F,2023-04-19,25757,14,19.8,430,False,repaid,2023-05-03
LN545E52F5,BRW98424257,2024-02-17,48051,30,29.11,496,False,repaid,2024-03-18
LN29D0C999,BRW8F6613F6,2023-05-23,18517,30,32.88,330,False,repaid,2023-06-22
LNA51839DE,BRW1549615F,2023-10-23,73077,60,26.84,669,True,repaid,2023-12-22
LN0085D592,BRW3F420BF5,2022-12-03,36022,14,29.72,592,False,repaid,2022-12-17
LNCAD9A393,BRW797DA082,2023-02-07,32992,7,33.33,308,False,repaid,2023-02-14
LN77E82778,BRW797DA082,2022-10-17,266011,30,24.24,768,False,repaid,2022-11-16
LNE13C2F31,BRW876A4661,2023-01-20,142180,60,44.58,688,True,defaulted,2023-03-21
LN229B94E2,BRW899A9317,2023-09-23,116397,14,19.81,745,True,repaid,2023-10-07
LN7590E160,BRW67679E56,2024-02-20,19585,90,22.08,750,False,repaid,2024-05-20
LN32871965,BRW67679E56,2024-04-15,11825,90,29.15,703,False,repaid,2024-07-14
LN828E5151,BRW5AA36A11,2023-01-23,127896,60,26.02,820,False,repaid,2023-03-24
LN3642DB2C,BRW5AA36A11,2022-11-06,143714,30,32.98,548,False,repaid,2022-12-06
LN411CD5FF,BRWAA604766,2024-01-05,138113,30,31.69,662,False,repaid,2024-02-04
LN53026CCE,BRWAA604766,2023-11-02,167605,90,39.84,804,False,repaid,2024-01-31
LN3DBB7F75,BRWAA604766,2024-04-05,33799,60,18.71,448,False,repaid,2024-06-04
LNCDF1CCB6,BRWF41779E4,2022-12-31,48624,30,39.31,772,False,repaid,2023-01-30
LN51686C19,BRWBFE1EE5A,2023-03-11,152090,90,24.94,401,False,repaid,2023-06-09
LN2AC4C427,BRWBFE1EE5A,2022-08-21,203434,90,19.14,434,False,repaid,2022-11-19
LN3D988302,BRW532AF702,2023-03-26,143457,60,31.27,838,False,repaid,2023-05-25
LNF796AB26,BRW532AF702,2023-08-05,97858,30,40.56,625,False,repaid,2023-09-04
LN5190F49D,BRW74DE4847,2023-09-11,472646,14,20.39,728,False,repaid,2023-09-25
LNB30E6E77,BRW74DE4847,2023-05-19,5781,14,23.81,751,False,repaid,2023-06-02
LN1A57D993,BRW96D744A9,2023-02-13,151022,90,28.3,691,False,repaid,2023-05-14
LN48F5AAD6,BRW96D744A9,2023-10-22,28361,7,23.84,326,False,defaulted,2023-10-29
LND5A1A539,BRWFF5AD29F,2023-01-14,42247,7,43.5,514,False,repaid,2023-01-21
LND1AEBF89,BRWFF5AD29F,2023-01-20,174869,14,33.52,581,False,repaid,2023-02-03
LND47F1B42,BRWB9939734,2024-07-25,34744,14,32.16,721,False,defaulted,2024-08-08
LN6BA4F664,BRWE970998E,2023-12-27,282116,60,47.26,424,False,repaid,2024-02-25
LNE7F3F72D,BRW0555B346,2023-02-07,47151,30,42.39,338,False,repaid,2023-03-09
LN023C50B6,BRW7966DB73,2024-08-07,38822,90,23.93,669,False,active,2024-11-05
LNAC317555,BRW7966DB73,2022-12-19,41097,7,26.49,744,False,repaid,2022-12-26
LN717E856C,BRW99BD9FCF,2023-05-11,315887,7,30.7,348,False,repaid,2023-05-18
LN5A8AEF1C,BRW8D8320EE,2023-11-11,135077,60,40.59,646,False,defaulted,2024-01-10
LNFEE08E2E,BRW8D8320EE,2023-04-07,292262,30,29.8,700,False,repaid,2023-05-07
LND2EF9DFA,BRW6BFB7229,2023-10-27,483209,30,27.25,594,False,repaid,2023-11-26
LN1309BB6A,BRWF1A680CF,2023-01-18,134923,60,32.61,565,False,repaid,2023-03-19
LNF57575F6,BRWF1A680CF,2023-07-01,127567,14,45.64,593,False,repaid,2023-07-15
LN80D058B8,BRWF1A680CF,2024-06-02,334433,60,38.16,752,False,repaid,2024-08-01
LN221CF80A,BRW106C7A40,2023-12-30,28586,30,42.33,377,False,defaulted,2024-01-29
LN2AB2EDC0,BRW106C7A40,2023-08-22,351885,30,35.37,816,False,repaid,2023-09-21
LNFC3F823D,BRW92FE81F5,2023-04-21,238001,14,21.29,585,False,repaid,2023-05-05
LN59F47D5C,BRW84A77595,2023-05-31,277186,60,31.16,564,False,repaid,2023-07-30
LN1E6821DD,BRW84A77595,2022-06-15,5179,14,31.41,505,False,defaulted,2022-06-29
LN9958F572,BRWABC260AA,2024-01-15,86586,14,22.77,525,False,repaid,2024-01-29
LN2BBB9CC5,BRWD8C1966C,2023-05-17,12720,60,22.63,795,False,repaid,2023-07-16
LN1AF343C4,BRWD8C1966C,2023-02-11,139500,7,25.02,657,False,repaid,2023-02-18
LN949262CE,BRWD8C1966C,2024-05-23,27309,30,32.73,300,False,repaid,2024-06-22
LN08AC712B,BRWDA028530,2023-07-23,8026,60,25.38,575,True,repaid,2023-09-21
LNDCD701F7,BRWF0C5A363,2023-05-13,13192,60,36.06,848,False,repaid,2023-07-12
LNA1FF22FB,BRWF0C5A363,2023-08-29,57239,90,46.16,736,True,repaid,2023-11-27
LN90F992D5,BRWADC382E1,2023-03-12,216456,60,44.03,584,False,repaid,2023-05-11
LN640ADE43,BRW20076FEA,2023-04-13,101636,90,43.43,384,False,repaid,2023-07-12
LN60B43D50,BRWB8EF4D5C,2023-10-29,164469,90,42.0,666,False,repaid,2024-01-27
LN5AFC8CB7,BRW73BAAC30,2024-06-26,29553,30,39.73,836,False,repaid,2024-07-26
LN6A4CC2D7,BRW73BAAC30,2023-04-11,16163,7,39.77,539,False,repaid,2023-04-18
LNF5C2B7E5,BRW1698E021,2023-10-26,104327,30,24.56,476,True,defaulted,2023-11-25
LNCA6EC6B4,BRW1698E021,2024-01-21,39350,60,21.69,324,True,repaid,2024-03-21
LN093D0B80,BRWBAF49FAF,2022-10-20,343186,60,31.6,564,False,repaid,2022-12-19
LN2A290115,BRWBAF49FAF,2024-08-23,119709,30,18.21,775,False,repaid,2024-09-22
LN756B4BAB,BRWBAF49FAF,2023-04-20,110470,30,29.12,711,False,repaid,2023-05-20
