repayment_id,loan_id,borrower_id,payment_date,amount_paid_ngn,payment_method,days_past_due,partial_payment
RPYED14FB76,LN2199FCD7,BRWADB66ABD,2024-09-02,192007,Bank Transfer,0,False
RPYBE9191A9,LN83407B0E,BRWF4A24AEB,2023-10-31,135203,Direct Debit,0,False
RPYBFE5168D,LN41BE572B,BRWF4A24AEB,2023-03-29,44744,Cash Agent,0,True
RPY2314F38C,LN41BE572B,BRWF4A24AEB,2023-04-10,60719,USSD,8,False
RPY4C441D45,LND3276371,BRW1C876537,2023-01-15,20414,USSD,0,False
RPYA651F221,LN2D6CEA09,BRW73C4E630,2024-03-19,13927,Bank Transfer,0,True
RPY8E980D6E,LN2D6CEA09,BRW73C4E630,2024-04-02,6835,Bank Transfer,8,False
RPY7F2BB440,LN28CB5457,BRW73C4E630,2023-08-15,72947,Direct Debit,0,True
RPY34559D62,LN28CB5457,BRW73C4E630,2023-09-01,112650,USSD,6,False
RPY0BC54DFA,LN6FC6BF88,BRW0759C655,2022-09-26,22652,Bank Transfer,0,False
RPYB5963721,LN54D6DDF0,BRWF74B7FF7,2022-08-11,14979,Direct Debit,0,True
RPYC672EA3B,LN54D6DDF0,BRWF74B7FF7,2022-08-27,25345,USSD,5,False
RPYA2C84AC1,LN1B3FDA16,BRWF74B7FF7,2022-08-13,42579,Direct Debit,0,True
RPYF7E34704,LN1B3FDA16,BRWF74B7FF7,2022-09-01,51039,Cash Agent,4,False
RPYC09A2CAB,LNF422C94F,BRWA785BDB9,2023-08-21,462551,Direct Debit,0,False
RPYA734B18F,LN975FB7C4,BRWC2D3B3F3,2023-02-23,10865,USSD,0,False
RPYA99DCC4C,LN538993C1,BRWC2D3B3F3,2024-02-15,2355,Direct Debit,43,True
RPYDA761402,LN41E87FF5,BRW8CDD1D6E,2023-12-21,187013,Direct Debit,0,False
RPY59052278,LN5EE44BC4,BRW1127F7AD,2024-09-11,104437,USSD,0,False
RPY810D0A31,LNCEBF1490,BRW1127F7AD,2024-02-14,211260,USSD,0,False
RPY98E555B5,LN4ECD94F1,BRWF6099118,2024-07-26,28639,Bank Transfer,0,False
RPYD14BF18C,LN21E7C0EA,BRWAD0D491C,2023-09-25,455336,Bank Transfer,0,False
RPY32FB9C72,LNF3564A9F,BRWAD0D491C,2022-11-03,16877,Cash Agent,0,False
RPY9781E063,LNE3DE267E,BRW6334E4D7,2024-08-24,32748,USSD,0,True
RPY9A5E710D,LNE3DE267E,BRW6334E4D7,2024-09-04,14742,Direct Debit,1,False
RPY4BD2F6B4,LN2FB0EF84,BRW6334E4D7,2023-05-21,132063,USSD,0,False
RPYE28872AB,LN9A828DCB,BRW6334E4D7,2024-07-16,36877,Cash Agent,0,False
RPY7AF5A8FB,LN19D6074C,BRW2477432A,2024-06-29,46697,USSD,0,False
RPY2A3D2045,LN1B7E6D1D,BRW12EAA490,2024-09-10,27977,Cash Agent,0,False
RPYBB466972,LNF4218941,BRW12EAA490,2024-07-05,10439,Bank Transfer,6,True
RPY21EBFD1D,LN1BA5B7DF,BRWEBB576E2,2024-06-25,139562,USSD,0,False
RPYAFE9564C,LN030C801B,BRWEBB576E2,2022-09-06,238265,Bank Transfer,0,False
RPY61690207,LN237FF22C,BRWB231C1F4,2022-09-16,31301,USSD,0,False
RPY33D3491E,LN49A779A4,BRW802E58B6,2024-08-15,129543,Direct Debit,0,False
RPY1677D18F,LNB906AE19,BRW3928F62E,2024-05-14,40823,Cash Agent,0,False
RPYEBB6B1DB,LN3615BCE6,BRW3928F62E,2024-07-15,64813,Cash Agent,0,False
RPY6BCC4E3A,LN164D6526,BRW05DE587F,2022-11-14,195471,Bank Transfer,0,False
RPY1B4363B6,LN55A2AD35,BRW05DE587F,2024-01-14,64387,Bank Transfer,0,True
RPYCFBCB57D,LN55A2AD35,BRW05DE587F,2024-01-31,92009,Bank Transfer,8,False
RPY1747F35E,LN64224486,BRW05DE587F,2023-01-15,9405,Cash Agent,0,True
RPY78D2DD17,LN64224486,BRW05DE587F,2023-02-02,9685,Cash Agent,10,False
RPY8A06122D,LN6298E737,BRW33C58268,2022-11-08,36162,USSD,0,True
RPYED1814FB,LN6298E737,BRW33C58268,2022-11-23,17475,Bank Transfer,5,False
RPY538EBF8B,LN56BE27E9,BRW748B43D2,2023-09-06,177774,USSD,0,False
RPY5844ED52,LN027AB6D8,BRW748B43D2,2024-07-30,33484,Cash Agent,0,False
RPY34744349,LN8EBD44C8,BRW748B43D2,2023-04-03,43919,USSD,0,False
RPY1846ABE8,LNEEB50407,BRW67FC6E04,2023-09-05,29441,Cash Agent,40,True
RPYAB113056,LND52A959B,BRW6B9DCC55,2024-08-28,15496,USSD,0,False
RPY08C99886,LNB324AD88,BRW21778DA6,2022-07-25,26878,USSD,0,False
RPY3E572F1E,LN34ACD949,BRW21778DA6,2023-01-24,13192,USSD,0,False
RPY9BD634CC,LNB3AADD43,BRW21778DA6,2024-07-31,117610,USSD,0,False
RPY974F84EE,LNDDF19464,BRWE86F68FA,2023-04-03,36367,Bank Transfer,0,False
RPYF2BA10B1,LN46E52B1C,BRWE86F68FA,2022-06-30,105035,Bank Transfer,0,False
RPY45437326,LN58C2BF49,BRW093EE63D,2023-04-09,479336,Cash Agent,0,False
RPY53F8AB32,LN37A11D80,BRWBAF93D4D,2022-06-24,111138,Direct Debit,0,False
RPY6C3F2966,LN258251A9,BRWBAF93D4D,2023-07-08,83524,Cash Agent,0,False
RPY1241DBDE,LND97DEA32,BRW6461C230,2024-06-24,450358,Cash Agent,0,False
RPYE71D67C2,LNBA446371,BRW24269DF0,2023-08-10,130521,Direct Debit,0,False
RPY0071D182,LNE15C7937,BRW29821FB6,2023-10-10,10703,Direct Debit,0,True
RPY654AA2B5,LNE15C7937,BRW29821FB6,2023-10-27,4608,Cash Agent,3,False
RPYDF9AA14D,LN43FC3212,BRW29821FB6,2024-06-20,44487,Direct Debit,0,False
RPYEC278D8B,LN4CFEDEC5,BRWEA1C08F6,2024-04-28,61185,Cash Agent,0,True
RPY0A8A0C85,LN4CFEDEC5,BRWEA1C08F6,2024-05-19,46736,USSD,3,False
RPY85E684E5,LN8112D44C,BRWEA1C08F6,2023-03-05,4435,USSD,0,True
RPYC22C0A71,LN8112D44C,BRWEA1C08F6,2023-03-18,5827,USSD,7,False
RPY919C138C,LN4E293813,BRW03184C73,2023-07-19,10288,Cash Agent,0,False
RPY13D07FFD,LND20ADEAD,BRW03184C73,2023-12-16,59654,USSD,0,False
RPYB4BD8875,LN8DC2728C,BRW2026DF63,2023-02-19,131375,USSD,0,False
RPY1AB8ADFD,LNF59A7809,BRW2026DF63,2024-08-14,49368,Bank Transfer,0,False
RPYE84DB465,LNDCCFE2F1,BRW31C2EC17,2023-03-30,41459,USSD,0,False
RPYC227BFFD,LN12B4B06A,BRW31C2EC17,2023-06-18,20428,Bank Transfer,0,True
RPY789DD3B7,LN12B4B06A,BRW31C2EC17,2023-07-06,15369,Cash Agent,10,False
RPYDC8540C1,LN086E8A30,BRW31C2EC17,2024-04-20,103484,Cash Agent,0,False
RPY2F768319,LN386F7E2A,BRW94A6BF4A,2024-09-21,17182,USSD,0,False
RPY868CC7E5,LN1F74EB64,BRW1BE52A5F,2024-05-11,82465,Direct Debit,0,False
RPYA8AA60EC,LN99DBAA7D,BRWDF6D5A11,2024-08-04,15109,Cash Agent,0,False
RPY225306D9,LN9D638339,BRWDF6D5A11,2024-05-20,184768,Bank Transfer,0,False
RPY135DC69F,LN23FDB27A,BRW8B1BAA67,2024-04-19,44286,Direct Debit,0,False
RPY53D92206,LNB075B02D,BRW8B1BAA67,2024-05-06,41649,USSD,0,False
RPYBECBF51D,LN01BDFC5F,BRW716D0CA7,2023-04-17,37358,Bank Transfer,0,False
RPYBA2C77CE,LN57CA14BB,BRW716D0CA7,2023-05-14,42525,Bank Transfer,0,False
RPYA950B8FE,LN9619BEA1,BRW716D0CA7,2024-02-03,24853,USSD,0,False
RPYFBB2CA61,LN595D7188,BRW7C46B01C,2023-04-06,28249,Cash Agent,0,False
RPY3D47FE83,LN36E54DB0,BRWF2309658,2023-02-07,42398,USSD,0,False
RPY28814788,LNAA45173C,BRWE05559F7,2023-03-14,292697,Bank Transfer,0,False
RPY355296B2,LN1B577983,BRWEE7E7E49,2023-11-28,5334,Bank Transfer,0,False
RPY5E4F66F8,LNE3398D14,BRWEE7E7E49,2023-08-16,24638,Direct Debit,0,False
RPY794E7185,LN5AF58F10,BRWEE067808,2024-06-23,811,Direct Debit,8,True
RPY1AB64814,LN7B1E4038,BRW26773CD6,2022-07-21,24837,Direct Debit,0,False
RPYED43AF18,LN92AC0181,BRW26773CD6,2023-09-27,48352,Cash Agent,0,False
RPY4D457B4D,LN490D086F,BRW26773CD6,2022-07-01,75121,USSD,0,True
RPYAE6DE89B,LN490D086F,BRW26773CD6,2022-07-19,101212,Cash Agent,4,False
RPY80F8F35D,LNF17D1D58,BRW53E5B5F7,2023-05-27,35519,Bank Transfer,0,False
RPYC32B7E01,LNB6247811,BRW48E6113E,2024-02-16,299454,Direct Debit,0,False
RPYDADA7B5C,LN837AD724,BRW48E6113E,2022-11-05,43870,Bank Transfer,0,False
RPY4AC40BBC,LN8CD0729C,BRWDFD842C0,2023-12-07,88694,Bank Transfer,0,False
RPY98EA9FB2,LNE3A2477C,BRWB03A6B26,2022-09-08,107673,USSD,0,False
RPY6F0E7C37,LN34FE7A45,BRWB03A6B26,2022-10-21,227348,Bank Transfer,0,False
RPY5BDF2D74,LNABEB3CCC,BRW050FAB80,2023-07-04,151019,USSD,0,False
RPY67690501,LNDB554800,BRW9B394537,2023-03-01,320352,Cash Agent,0,False
RPY72E0B4CD,LN7F71A80A,BRW9B394537,2023-09-13,49156,Bank Transfer,0,False
RPY6CC9A9FF,LN78AFD7ED,BRW1A143EAA,2024-06-12,48789,USSD,0,False
RPYA0131CC0,LNFDB8631B,BRW1A143EAA,2024-08-12,29983,USSD,0,True
RPYD2ACAE22,LNFDB8631B,BRW1A143EAA,2024-09-01,35633,Direct Debit,10,False
RPY83C9C9D9,LNE3C720AA,BRW1A143EAA,2024-03-03,182356,Direct Debit,0,False
RPY9BC4B644,LN47FF6FC5,BRW4C61FD24,2023-04-19,27529,Bank Transfer,0,False
RPYF06E9B55,LN6D99E8F1,BRWB631BF3B,2024-08-20,7371,Cash Agent,0,True
RPY4790CF49,LN6D99E8F1,BRWB631BF3B,2024-09-01,4393,Cash Agent,6,False
RPY55B99BDA,LNAD91C3FB,BRWAF327E82,2024-01-20,59999,Bank Transfer,0,False
RPY032201DB,LN1D87F653,BRWAF327E82,2023-05-25,21592,Cash Agent,0,True
RPY86DDE8DE,LN1D87F653,BRWAF327E82,2023-06-07,31438,Direct Debit,3,False
RPY5B2DEB87,LN4402F3C2,BRWB0B1D685,2023-04-22,54215,Direct Debit,0,False
RPY124E7CBD,LNFB838143,BRWC399540D,2023-06-18,49202,Cash Agent,0,False
RPY4D0DAF0A,LN91B9F6B9,BRW30B0AFB1,2022-10-06,23723,Direct Debit,0,False
RPY2EC79BF8,LN2DAEB960,BRW8136CDFF,2023-12-14,5938,Direct Debit,0,False
RPY839835F0,LN16E12C43,BRW2B142B67,2024-09-25,164134,Bank Transfer,0,False
RPY7F4114E4,LNFD29D511,BRW8110F19C,2023-12-29,52169,Direct Debit,0,True
RPY701FB96A,LNFD29D511,BRW8110F19C,2024-01-16,106114,USSD,2,False
RPYA03C4870,LN64B6B5D1,BRW1D6B2038,2022-11-27,22925,Direct Debit,0,False
RPY26D5FF8C,LNB1C3F6E6,BRWAB4094D0,2024-09-01,130977,Cash Agent,0,False
RPY0CF29F11,LND00A603C,BRW79516CF4,2024-05-17,110277,Cash Agent,0,False
RPYDDAE3828,LN96EBB061,BRW6B46B53F,2022-11-22,121007,Cash Agent,0,False
RPY4EBA9C06,LNCD1333E0,BRWABAE043E,2024-09-02,7029,Direct Debit,0,False
RPY48DA4D01,LNB78E54B4,BRW0F336377,2023-01-26,37249,Cash Agent,0,False
RPY008F2B93,LNCF9E8AB7,BRW4D608A53,2023-01-30,380253,USSD,0,False
RPYE23BB855,LNAE7C2BCC,BRW4D608A53,2023-03-07,28699,USSD,0,False
RPY0DDE51FF,LN6EDE85CA,BRWB6816213,2024-09-20,37916,Cash Agent,0,False
RPY55E06D8C,LN08048DAA,BRWD8692146,2022-10-31,11921,Cash Agent,0,True
RPYB79F6A65,LN08048DAA,BRWD8692146,2022-11-14,6356,Bank Transfer,2,False
RPYF482955E,LN094194C2,BRWD8692146,2023-12-25,8018,Bank Transfer,0,False
RPY34C2B13A,LNEE40E949,BRW774AEE6F,2022-09-05,33926,USSD,0,False
RPY4DA0934B,LN4D8B7218,BRW2A4380EA,2023-04-22,66357,Cash Agent,0,True
RPYED4F0FD5,LN4D8B7218,BRW2A4380EA,2023-05-07,100755,Direct Debit,6,False
RPY01F1B991,LN29C7D948,BRW2A4380EA,2024-06-29,19099,Direct Debit,0,False
RPYDBC335D0,LN505C6BDD,BRW2A4380EA,2023-07-23,59036,USSD,0,False
RPY887FF6AC,LN7294B400,BRWFBE9FF9A,2022-10-07,345419,Bank Transfer,0,False
RPYA4E0AFAC,LN06435B43,BRWFBE9FF9A,2023-05-09,342198,Direct Debit,0,False
RPY6FD451C7,LN1D813783,BRWA28A6ABF,2022-11-27,62621,Bank Transfer,0,True
RPYF4489447,LN1D813783,BRWA28A6ABF,2022-12-09,46829,USSD,9,False
RPYDAA7C40D,LN75AEB4A4,BRWE70189CF,2024-03-21,56594,Bank Transfer,0,False
RPYFCB4E5BB,LN9740DD35,BRW3D7BA386,2024-08-26,80305,USSD,0,False
RPY411290E9,LN74C2AE82,BRWFBBA1F29,2023-02-08,223612,Cash Agent,0,False
RPYB89C5D13,LN6DFF3CE0,BRWFBBA1F29,2024-03-22,8616,Direct Debit,34,True
RPYAB5E1E00,LN60F1B316,BRWFBBA1F29,2024-09-22,107238,USSD,0,False
RPY06AF1029,LND83A9DCD,BRWD0C71CF2,2022-07-01,30231,USSD,0,False
RPY635B41FC,LN2710E3C9,BRWC296A55F,2024-03-11,12873,USSD,0,False
RPYC8CC2796,LN3457A4B9,BRW3786F355,2023-11-02,22143,Direct Debit,0,False
RPYC8488F2F,LN49B53D72,BRW5DAE6F73,2024-09-05,43419,USSD,0,False
RPY9EDF4C77,LN093CB824,BRW4A81980A,2023-03-26,11650,Cash Agent,0,True
RPYFDBD7786,LN093CB824,BRW4A81980A,2023-04-10,8528,Direct Debit,1,False
RPYEE1FF657,LNA496CF8D,BRWDEA816F9,2024-01-03,39134,Cash Agent,0,False
RPY12D863BA,LND4D02F02,BRW9D48ADEE,2023-02-15,31233,Bank Transfer,0,True
RPY02D9A13E,LND4D02F02,BRW9D48ADEE,2023-03-08,41927,USSD,7,False
RPY852A4CDF,LNFDEB7356,BRWF04F7C0D,2023-03-14,74864,Bank Transfer,0,False
RPY778E8A7A,LNC1281DA9,BRWC44FBADF,2023-08-08,30813,Direct Debit,0,False
RPYB48C78C2,LN0C61F58B,BRW86EE4732,2023-01-29,41634,USSD,0,False
RPYC4DD6715,LN77168A08,BRW655E97E4,2023-03-10,56157,Bank Transfer,0,False
RPY0732FD80,LN1935F8CE,BRW655E97E4,2023-01-19,6174,Cash Agent,27,True
RPY50D4AAB0,LNE35AB80C,BRWE341CF0C,2023-06-07,5014,Cash Agent,0,False
RPY5A801E6F,LNF2FB6413,BRW433A2961,2023-04-10,54863,USSD,0,False
RPY9B6E040A,LN3BD16249,BRW433A2961,2024-07-07,29996,Bank Transfer,0,False
RPY17D83F64,LN69751A3E,BRW433A2961,2024-05-19,7952,Bank Transfer,0,False
RPY60099815,LN2A3533C6,BRWA7A9C95C,2023-07-19,172197,Direct Debit,0,True
RPY68BC44C5,LN2A3533C6,BRWA7A9C95C,2023-08-09,167766,Bank Transfer,7,False
RPY42FCF5D7,LN6687AD25,BRW68688559,2024-05-14,11995,USSD,0,True
RPY556E7B92,LN6687AD25,BRW68688559,2024-06-08,5815,Cash Agent,1,False
RPY247F8767,LN790BD391,BRW8F5FF180,2023-11-18,18474,Direct Debit,0,False
RPY5146AE00,LND7F9BF5C,BRWB1107156,2024-05-17,218316,Cash Agent,0,False
RPY90B7BD9C,LN53BCF37D,BRW018CD377,2023-09-19,311432,Bank Transfer,0,False
RPY2217D7A4,LN28199162,BRW6291CD79,2022-12-19,178452,USSD,0,False
RPY057E7226,LN610428D4,BRWC44D74AE,2024-09-08,185855,USSD,0,False
RPY3C0DE241,LN55689B53,BRW30352B97,2023-10-26,27863,Direct Debit,0,False
RPY8A740607,LN19828DAE,BRW1FE39C21,2022-10-12,18629,Cash Agent,0,True
RPY6ACF96DC,LN19828DAE,BRW1FE39C21,2022-10-26,10261,Direct Debit,1,False
RPY7D9BAF11,LN21300F32,BRW1FE39C21,2023-12-18,25632,Bank Transfer,0,False
RPYCAC86B0D,LN6CCF8A03,BRW5F44B2D2,2022-09-02,36590,USSD,0,False
RPY6EA0E984,LNFFD41638,BRW5F44B2D2,2023-08-16,17224,Direct Debit,0,False
RPYD39D8246,LNC97C1A09,BRWCB435D29,2023-01-23,21879,USSD,0,False
RPY51F77555,LNF450B1F1,BRWCB435D29,2023-10-06,103996,Direct Debit,0,False
RPYD98798C2,LNB1442B2F,BRW6C61104E,2024-04-08,10323,Cash Agent,12,True
RPY97EFE7E7,LN8F3822A6,BRW6C61104E,2024-03-29,2432,USSD,0,True
RPYF6E61DBE,LN8F3822A6,BRW6C61104E,2024-04-12,5511,Bank Transfer,5,False
RPY9C18F716,LND349290B,BRW84BEA89C,2023-05-12,97044,Direct Debit,0,True
RPYE548AB13,LND349290B,BRW84BEA89C,2023-05-28,50266,Cash Agent,4,False
RPY3B6C33B7,LN23407914,BRW0538FEB3,2023-07-15,47030,Cash Agent,0,False
RPYCFCCEB10,LNEB865F99,BRW0538FEB3,2023-06-05,35831,USSD,0,False
RPY9570CCDF,LN19D33C0D,BRW0538FEB3,2024-07-03,11216,Direct Debit,0,False
RPY046FB6BB,LNB06FC668,BRW9635FE34,2023-06-29,11714,Direct Debit,0,False
RPY287F1079,LN3694671A,BRWD7F81BE3,2023-03-07,7347,USSD,0,False
RPY59218897,LN2520AD52,BRWD7F81BE3,2023-03-31,17863,USSD,0,False
RPY771CC7BF,LNA009BF86,BRW945B3F14,2024-08-02,9354,Bank Transfer,13,True
RPY25D8FD53,LN517EDF6C,BRW9256AA5A,2023-03-08,7206,USSD,0,False
RPY3C7317C5,LNFA029BC9,BRW18C72FDF,2023-06-18,59900,Direct Debit,0,False
RPYB3B327E8,LN612E4A9E,BRW07F6ADC0,2024-03-21,26388,USSD,0,False
RPY3CA77EA8,LN27623C5B,BRWFF191277,2024-08-18,7139,Cash Agent,29,True
RPY828F7C65,LN1779352F,BRWCDB61DC7,2023-06-02,314041,Cash Agent,0,False
RPY00D36BEE,LNDA24AC10,BRWCDB61DC7,2023-01-26,89417,USSD,0,False
RPY93C7B91F,LN7026B511,BRWCDB61DC7,2022-10-14,10547,Direct Debit,0,False
RPY8EE37BAE,LN44DF4AA1,BRW0932FCF5,2022-11-12,11453,Direct Debit,0,False
RPY9D26E55A,LN0D9A9836,BRWFDAB4AF1,2024-01-17,138223,USSD,0,False
RPY5E0FA2BA,LN10DFE34D,BRW1C42F37D,2024-08-01,123853,Cash Agent,0,False
RPY38A55D50,LN4BC6945E,BRWED306B94,2023-09-20,7691,Cash Agent,0,False
RPY4DF62C79,LN129C40B9,BRW24BCACB5,2024-04-23,33746,Bank Transfer,0,False
RPY98F4DF28,LN8DD21DCC,BRW9861B081,2022-12-17,4557,Bank Transfer,0,True
RPYA550B919,LN8DD21DCC,BRW9861B081,2023-01-05,8141,Cash Agent,7,False
RPY43C505FA,LNF39F9361,BRW9861B081,2023-03-11,35797,Bank Transfer,0,False
RPY144C17E3,LNCE3137D7,BRWABE65617,2024-04-29,6364,USSD,0,False
RPY81408638,LNECF2E9C0,BRW2E8447CE,2023-08-11,392843,USSD,0,False
RPY9EA59FCC,LN7D1AF35C,BRW2E8447CE,2024-09-20,27215,Cash Agent,0,False
RPY17EE9BA2,LN128B9B8A,BRWF93F70D9,2024-08-18,64148,Cash Agent,0,False
RPY5527BDF0,LN4C5FC40C,BRWFE0F00FE,2022-07-26,3955,Direct Debit,0,True
RPYBB655C83,LN4C5FC40C,BRWFE0F00FE,2022-08-01,4375,Direct Debit,6,False
RPYCA6A6310,LNBC542C98,BRWFE0F00FE,2023-06-24,11126,Cash Agent,0,False
RPY681137DD,LN854F232A,BRW482C3C39,2022-10-07,59450,Cash Agent,0,False
RPY7478C8FE,LN90198D0B,BRW482C3C39,2022-09-23,146615,Bank Transfer,0,False
RPYD84DF126,LN78783332,BRW482C3C39,2023-01-09,15601,USSD,0,False
RPYA6CA3618,LN22817109,BRWD7ADCE71,2023-09-01,296963,USSD,0,False
RPY24C56852,LNF73DB5B3,BRWD7ADCE71,2024-06-27,196696,Cash Agent,0,False
RPYF5F1F62C,LN6C72C3BE,BRWD7ADCE71,2022-11-03,21070,USSD,0,True
RPY81AA6856,LN6C72C3BE,BRWD7ADCE71,2022-11-15,10944,USSD,9,False
RPYA1B26024,LN6BCAF1E4,BRWBC0AAFE5,2023-05-03,11075,Cash Agent,0,False
RPY2367B73C,LNBA1E462B,BRW03A614B5,2023-04-23,117544,Cash Agent,0,False
RPY883B6721,LN90960AF5,BRW03A614B5,2024-04-03,112815,Direct Debit,0,False
RPYFE2040EB,LN511DD67A,BRW3AE67C7D,2023-04-19,42124,Bank Transfer,0,False
RPY445DF451,LN95DF0F4E,BRWE9085B99,2024-02-14,20997,USSD,0,True
RPY7C36A76A,LN95DF0F4E,BRWE9085B99,2024-03-05,21295,USSD,7,False
RPYA33AB9D8,LNB2763A00,BRW9AE64E21,2024-03-03,149315,Direct Debit,0,False
RPY06C402CC,LN2FE4F705,BRW315A5EC1,2022-10-31,41712,Direct Debit,0,False
RPY1F5AB521,LN2E566B40,BRW315A5EC1,2024-02-20,8488,USSD,0,False
RPYD73F76BD,LN79DD917F,BRW315A5EC1,2024-02-05,19482,Bank Transfer,0,True
RPYB9C6B493,LN79DD917F,BRW315A5EC1,2024-02-24,18008,Bank Transfer,3,False
RPYEAC86855,LNB4D5165A,BRW1944F97C,2023-06-19,92192,Cash Agent,0,True
RPY19B4A2FC,LNB4D5165A,BRW1944F97C,2023-06-30,62507,Direct Debit,8,False
RPYC5C67366,LNA72A4E0D,BRW1944F97C,2023-06-15,105088,Bank Transfer,0,True
RPYA42599B3,LNA72A4E0D,BRW1944F97C,2023-07-01,48616,Cash Agent,1,False
RPY4F9336F3,LNA75FF0A3,BRW2894BFD1,2023-01-27,7386,USSD,0,False
RPYAB83D1B6,LN5A7D2652,BRW2894BFD1,2022-12-06,246023,USSD,0,False
RPY73E16A28,LN0122C97D,BRW2894BFD1,2023-06-24,135406,Direct Debit,0,False
RPY9F3D3435,LNFF4954E1,BRW677FBC84,2023-03-09,197497,Direct Debit,0,False
RPYF343CB2D,LNACBF50DA,BRW70D2D060,2022-10-15,37182,Bank Transfer,0,False
RPYA20C8BF4,LNE27A5691,BRW5FEB026F,2023-11-08,29004,Cash Agent,0,False
RPY78AD8C84,LN7C87253A,BRW62F6A58C,2022-10-18,43513,Direct Debit,0,False
RPY6BC4CF1F,LN6FDFF2EA,BRW62F6A58C,2023-04-28,15157,Direct Debit,0,False
RPYCE6B260C,LNCFD89DF4,BRW62F6A58C,2023-08-26,28028,Cash Agent,0,False
RPYC0E1F00A,LND1B3C636,BRWE578A539,2022-07-23,14538,Direct Debit,0,False
RPY394B925D,LN67713E56,BRW64E3502F,2024-07-17,15378,Bank Transfer,0,True
RPY9ECDD748,LN67713E56,BRW64E3502F,2024-08-02,25657,Direct Debit,8,False
RPY4EA7F5E2,LN94E7CCDF,BRW64E3502F,2022-12-04,39245,USSD,0,False
RPY36306F31,LN942CF73B,BRWCC6763E5,2024-03-09,20161,Direct Debit,0,False
RPYBE68C112,LN08CC3EF3,BRWCC6763E5,2023-08-31,8674,Bank Transfer,0,False
RPY5C3849D9,LN39C4E4EB,BRW60403FBD,2024-06-22,32305,Bank Transfer,0,False
RPYB631BE79,LN54407344,BRW60403FBD,2023-11-16,50760,Direct Debit,0,False
RPY79A2B16E,LN358B88DF,BRW3FAA5F91,2022-07-31,14615,Direct Debit,0,False
RPYD8A06CA8,LN9CFD38EE,BRW3FAA5F91,2024-07-18,94465,Cash Agent,0,False
RPY768D328A,LNDA070A21,BRW3FAA5F91,2024-02-28,11064,USSD,0,False
RPYB2F15776,LNE722328B,BRWB5A6F082,2024-02-02,11567,Cash Agent,0,True
RPY3B4175B5,LNE722328B,BRWB5A6F082,2024-02-21,8948,Bank Transfer,3,False
RPYAF7B2152,LN9C36BE56,BRW25C78C1C,2024-01-31,29800,USSD,0,False
RPYE7774C30,LNB1DEB957,BRW25C78C1C,2023-04-20,186088,Direct Debit,0,False
RPYE596F3E2,LNA3AFB651,BRW25C78C1C,2023-06-27,89123,Direct Debit,0,False
RPY12EA9037,LN8591B9F0,BRW9E688FA7,2023-06-17,152750,USSD,0,False
RPY70822F48,LND32ACCF2,BRW9E688FA7,2024-06-27,168009,USSD,0,False
RPYB67DB4EF,LNEE126597,BRWC66F0B2F,2023-03-19,37741,USSD,0,False
RPY3F7D9E70,LN50104B5A,BRWC66F0B2F,2023-12-06,15468,Bank Transfer,0,True
RPY75B66B90,LN50104B5A,BRWC66F0B2F,2023-12-21,21706,Bank Transfer,8,False
RPY85E6906D,LNBE703504,BRW2EECFECD,2022-10-15,32970,Cash Agent,0,False
RPY9CDB4111,LNC9A9339C,BRW2EECFECD,2023-06-24,26143,Bank Transfer,0,True
RPY218E1E76,LNC9A9339C,BRW2EECFECD,2023-07-11,15749,Direct Debit,8,False
RPY40CC1BFD,LN3F743C7C,BRW2EECFECD,2023-01-25,199143,Bank Transfer,0,False
RPY188CE266,LN025778AB,BRWAEA9419D,2023-06-02,17829,Direct Debit,0,True
RPY4F90FB7F,LN025778AB,BRWAEA9419D,2023-06-22,17774,Cash Agent,2,False
RPY253FC4EA,LN93280B09,BRW61BA4650,2023-11-29,216220,Direct Debit,0,True
RPY5BD2F017,LN93280B09,BRW61BA4650,2023-12-16,219330,Direct Debit,4,False
RPY4BD34E44,LN843D49B4,BRW61BA4650,2024-05-18,48690,Direct Debit,0,False
RPY0D007F48,LND5A18FDD,BRW82BA6F49,2022-10-12,29528,Cash Agent,0,True
RPY2E70387F,LND5A18FDD,BRW82BA6F49,2022-10-22,29935,Cash Agent,5,False
RPYD1C2E685,LNF8D97300,BRW9766AD54,2022-11-28,79344,Direct Debit,0,False
RPY4E6167BB,LNFB4170E5,BRW9766AD54,2024-03-11,41379,USSD,0,False
RPY304AE9B0,LN44762598,BRWEACC6CC2,2024-09-09,111715,Direct Debit,0,False
RPY52648726,LN6A04316E,BRWEACC6CC2,2024-05-06,40970,Direct Debit,0,False
RPY24FC97D5,LNC60A9325,BRWFFECFCCF,2024-01-31,9794,Direct Debit,0,True
RPY3D0FFC66,LNC60A9325,BRWFFECFCCF,2024-02-11,19348,Direct Debit,5,False
RPY87222A51,LN597C2097,BRWFFECFCCF,2023-09-16,201338,Direct Debit,0,True
RPY0C7241C3,LN597C2097,BRWFFECFCCF,2023-09-27,174638,Direct Debit,4,False
RPYE7E520BE,LN98CC9063,BRWFFECFCCF,2024-07-24,20558,Bank Transfer,0,True
RPY3D40C726,LN98CC9063,BRWFFECFCCF,2024-08-09,13237,USSD,9,False
RPY78E19E32,LND6EF9069,BRWC159BAE2,2022-09-05,45272,Bank Transfer,0,True
RPY62315EB2,LND6EF9069,BRWC159BAE2,2022-09-27,24170,Cash Agent,3,False
