borrower_id,age,gender,state,employment_type,monthly_income_est,bvn_verified,signup_date,acquisition_channel
BRW1454520A,34,F,Anambra,Salaried,407850,True,2023-03-02,Referral
BRW249A5BD5,49,M,Imo,Self-Employed,216814,True,2022-04-17,Organic
BRW6CAE74D2,22,F,Anambra,Self-Employed,128476,False,2023-03-30,Agent
BRW2ED3B49C,58,F,Delta,Self-Employed,125106,True,2023-03-17,Referral
BRWD92D930D,26,M,Borno,Salaried,366065,True,2024-02-02,Organic
BRWE32EB5C8,62,M,Lagos,Self-Employed,144094,False,2023-09-03,Organic
BRW8537F5F4,21,M,Rivers,Gig Worker,20860,True,2022-11-19,Organic
BRW693D929D,53,F,Anambra,Gig Worker,56170,True,2024-08-06,Social Media
BRW008BB272,20,M,Kaduna,Self-Employed,80922,False,2022-09-13,Organic
BRWA4886D93,52,F,Rivers,Salaried,289609,True,2024-01-11,Social Media
BRWFBE9DE76,32,F,Ogun,Self-Employed,275673,True,2022-04-08,Social Media
BRW77985A9A,25,M,Borno,Gig Worker,95534,True,2024-02-29,Social Media
BRW1CCBBD7D,56,F,Edo,Self-Employed,283858,True,2024-02-05,Referral
BRW2D0E8589,38,F,Lagos,Salaried,487591,True,2022-02-12,Social Media
BRWDF4DD122,35,M,Lagos,Salaried,445831,True,2023-02-07,Agent
BRWD349CC45,48,M,Oyo,Self-Employed,63614,True,2022-06-01,Organic
BRW411F392A,20,M,Oyo,Self-Employed,52926,True,2023-05-29,Social Media
BRW4EC79FE4,44,F,Enugu,Gig Worker,83035,True,2023-08-09,Organic
BRW212DC79B,39,M,Oyo,Gig Worker,52275,True,2022-11-28,Referral
BRWC33C9B0C,36,M,Kaduna,Salaried,296836,True,2022-12-19,Social Media
BRWAF56C8E8,18,F,Borno,Salaried,263352,True,2022-05-30,Social Media
BRW09E3D8CF,59,M,Borno,Salaried,439325,True,2022-03-29,Organic
BRW3C8C8CE8,19,F,Lagos,Unemployed,9839,True,2024-04-03,Organic
BRWA80C93AC,31,F,Rivers,Salaried,189581,True,2023-06-20,Referral
BRW090C158E,35,F,Imo,Self-Employed,77053,True,2023-08-20,Agent
BRWD398D10F,34,M,Borno,Salaried,111514,True,2022-10-05,Organic
BRW2DB3B4B7,41,F,Imo,Salaried,283761,False,2023-11-07,Social Media
BRW35F49CCA,20,M,Delta,Salaried,420478,True,2023-12-28,Organic
BRWCC211992,25,M,Rivers,Gig Worker,89672,True,2023-04-14,Social Media
BRW93FEF1A8,45,M,Enugu,Salaried,357566,True,2022-06-10,Organic
BRWFC9A5356,43,M,Anambra,Self-Employed,119253,True,2022-03-05,Referral
BRWD9198550,56,Unspecified,Anambra,Gig Worker,126805,False,2022-08-19,Organic
BRW19A4E90E,58,F,Anambra,Gig Worker,31507,False,2023-09-20,Agent
BRW9A2EF842,43,M,Oyo,Self-Employed,190181,False,2022-12-04,Social Media
BRW2A66B2A8,21,M,Borno,Gig Worker,96156,True,2022-05-22,Social Media
BRW64B67748,45,M,Plateau,Self-Employed,75455,False,2022-05-29,Referral
BRWED1CDD85,35,F,Katsina,Salaried,115554,True,2022-11-22,Referral
BRW6781A677,21,F,Delta,Salaried,247084,False,2022-11-07,Social Media
BRW37D7E5A7,60,F,Kano,Gig Worker,142322,True,2022-04-20,Organic
BRW090EEB9E,18,F,Rivers,Unemployed,0,True,2022-08-25,Referral
BRW93E71DCE,27,M,Edo,Gig Worker,82469,True,2023-12-31,Referral
BRW7283C96C,22,M,Rivers,Self-Employed,164216,True,2023-02-23,Referral
BRW9EEB5CD2,18,M,Imo,Salaried,296554,False,2024-02-15,Organic
BRW250C2A8C,22,M,Kaduna,Unemployed,19394,False,2024-06-27,Organic
BRWEEAFD152,29,F,Katsina,Salaried,465525,True,2023-09-19,Agent
BRW9D34F720,36,F,Borno,Self-Employed,208137,True,2022-04-22,Social Media
BRW5A2EF648,53,M,Delta,Salaried,208828,False,2022-02-10,Social Media
BRW5CE53881,33,M,Enugu,Self-Employed,52922,True,2022-11-08,Referral
BRW1F04335F,25,F,Lagos,Salaried,234360,True,2024-07-14,Organic
BRW505A202D,53,M,Kano,Self-Employed,229437,True,2024-08-18,Agent
BRWCAA977D9,35,M,Kano,Self-Employed,124793,True,2024-07-07,Referral
BRWF2482978,23,M,Imo,Self-Employed,105557,False,2024-03-26,Organic
BRW36941BF5,47,M,Kaduna,Salaried,450266,True,2023-12-26,Social Media
BRWDB21DAA4,51,M,Anambra,Self-Employed,288972,True,2024-02-26,Organic
BRWCBCC51C6,26,M,Edo,Gig Worker,133072,True,2024-02-27,Referral
BRW89D33F9C,30,F,Oyo,Salaried,482983,True,2022-05-01,Agent
BRW97265515,62,M,Enugu,Salaried,481287,True,2023-05-26,Social Media
BRW09F02DDD,18,M,Imo,Gig Worker,51179,True,2023-02-24,Social Media
BRW9DE2A7E7,38,M,Imo,Salaried,366964,True,2024-04-25,Organic
BRWF174FAB3,22,M,Edo,Salaried,262986,True,2023-08-15,Referral
BRWA93BAB4B,25,Unspecified,Kano,Unemployed,0,True,2023-09-18,Referral
BRW9DB16E8F,44,M,Enugu,Self-Employed,187371,True,2023-01-04,Agent
BRW63011B91,20,F,Edo,Salaried,273236,True,2023-03-14,Referral
BRW34B432B4,19,F,Oyo,Self-Employed,71987,True,2023-02-28,Social Media
BRW0BC08BC5,44,F,Imo,Self-Employed,68652,True,2022-03-31,Social Media
BRW360BE916,44,F,Kaduna,Unemployed,0,True,2023-08-12,Agent
BRW1A10059F,27,M,Katsina,Salaried,374982,True,2023-05-20,Referral
BRW7EBDC24D,57,Unspecified,Lagos,Salaried,232299,True,2023-04-22,Referral
BRW30FDB55F,20,F,Delta,Gig Worker,124800,True,2022-12-08,Social Media
BRW0E1AAC17,52,M,Oyo,Salaried,415868,True,2022-03-11,Social Media
BRW84F61CA7,33,M,Kaduna,Salaried,83214,True,2024-01-12,Social Media
BRWDABD10C7,62,M,Kaduna,Gig Worker,45430,False,2023-05-06,Agent
BRW86CE734D,51,M,Enugu,Self-Employed,166221,False,2023-07-04,Agent
BRWC4D9FC40,31,F,Edo,Gig Worker,141607,True,2023-08-02,Referral
BRW5E5E3C4F,25,F,Kaduna,Self-Employed,94594,True,2024-06-28,Referral
BRW7F3533B8,19,M,Delta,Salaried,96343,True,2024-05-12,Organic
BRW9D728C4B,38,F,Borno,Salaried,141260,True,2024-05-28,Social Media
BRWBD34DA16,18,F,Kaduna,Self-Employed,170299,True,2024-08-31,Social Media
BRW1C44D5D7,34,F,Borno,Salaried,276196,True,2022-04-05,Social Media
BRW86CE965E,18,M,Kaduna,Self-Employed,171086,False,2024-01-21,Agent
BRWE5DCA157,25,F,Edo,Salaried,483429,False,2023-06-13,Referral
BRW5F7F0FE7,21,M,Edo,Gig Worker,80210,True,2022-01-05,Social Media
BRW0CA91807,19,M,Enugu,Gig Worker,134278,False,2022-04-16,Social Media
BRWF5DBDEE8,42,F,Imo,Salaried,382807,False,2022-11-25,Organic
BRW0E1073A8,25,M,Abuja,Self-Employed,242581,True,2022-06-11,Organic
BRWA03B83BF,18,M,Anambra,Self-Employed,174757,True,2022-11-23,Organic
BRWA29739F5,61,M,Abuja,Gig Worker,95246,True,2024-07-02,Social Media
BRW0FD12016,31,F,Lagos,Salaried,326801,True,2022-02-25,Organic
BRW0CB6F060,28,F,Edo,Gig Worker,136821,True,2023-04-02,Referral
BRWD561C424,25,F,Borno,Gig Worker,113441,True,2024-09-24,Agent
BRW64B046F5,49,F,Plateau,Self-Employed,64357,True,2022-04-10,Social Media
BRW9E25FC9E,43,M,Rivers,Gig Worker,81000,True,2024-07-06,Referral
BRW1995B6E1,59,F,Kaduna,Self-Employed,223399,True,2024-06-22,Social Media
BRWC8043163,32,M,Enugu,Salaried,139185,False,2022-10-17,Referral
BRW5504E88B,38,M,Katsina,Salaried,133966,True,2022-11-30,Social Media
BRW6B103E74,19,M,Delta,Salaried,321683,True,2022-09-07,Social Media
BRW8E2C2004,63,M,Katsina,Self-Employed,129316,True,2024-03-14,Agent
BRW4384DE0D,36,M,Imo,Salaried,443925,True,2024-01-28,Agent
BRW59F55FE7,36,F,Kaduna,Self-Employed,195232,True,2024-04-21,Social Media
BRW3EF419FB,25,M,Edo,Self-Employed,196830,True,2024-04-19,Social Media
BRW01322D63,33,M,Kano,Gig Worker,31866,False,2024-07-13,Referral
BRW4C4CDBFD,52,M,Anambra,Gig Worker,106623,True,2023-09-23,Social Media
BRW83955C5F,22,M,Borno,Gig Worker,61497,False,2022-11-08,Agent
BRW3EF29D7F,60,M,Abuja,Gig Worker,139946,True,2023-09-19,Agent
BRWC8EB15CF,29,M,Plateau,Salaried,234237,True,2022-02-24,Organic
BRW64609EE6,35,F,Rivers,Unemployed,8594,True,2023-08-28,Social Media
BRWDB555166,25,M,Rivers,Self-Employed,140024,True,2023-05-02,Organic
BRW127A6B3F,35,F,Kano,Gig Worker,67223,True,2024-06-12,Referral
BRWCBA749F0,21,M,Plateau,Salaried,88235,True,2023-03-24,Agent
BRWBE48E672,21,F,Plateau,Salaried,298028,True,2023-09-11,Agent
BRWDEE0B8D2,39,F,Enugu,Self-Employed,151181,True,2022-08-20,Organic
BRWEC70255F,38,F,Katsina,Self-Employed,261984,True,2023-02-25,Agent
BRWBFE6829D,36,F,Katsina,Salaried,99852,True,2023-08-18,Social Media
BRW6C467A1F,44,M,Edo,Salaried,463408,False,2024-03-08,Organic
BRWB98C01E7,33,M,Enugu,Self-Employed,199926,True,2023-11-11,Agent
BRW38CDA3BF,19,F,Ogun,Self-Employed,249216,True,2022-12-18,Social Media
BRW2D540F22,18,M,Katsina,Self-Employed,277516,True,2022-12-28,Agent
BRWFB36233A,51,F,Ogun,Salaried,98521,True,2024-01-15,Referral
BRW78CC900B,24,M,Lagos,Self-Employed,191556,True,2022-10-26,Referral
BRWD61419FC,39,M,Abuja,Salaried,123259,False,2022-10-12,Organic
BRWF1E3B234,39,M,Abuja,Salaried,214718,True,2024-07-20,Social Media
BRW9D3995D7,21,M,Borno,Self-Employed,251770,True,2023-05-12,Organic
BRW0A8EA06A,34,F,Ogun,Salaried,124250,False,2022-06-07,Referral
BRWC899B504,48,M,Enugu,Self-Employed,140444,True,2022-06-21,Organic
BRW882B7DCE,47,M,Edo,Salaried,416729,True,2022-06-21,Social Media
BRW48F96B2E,32,F,Anambra,Self-Employed,288578,True,2023-12-01,Referral
BRW75819E76,32,M,Plateau,Salaried,307925,True,2023-01-27,Referral
BRW54E0E29D,62,M,Anambra,Gig Worker,25376,True,2024-09-06,Referral
BRW8E65C6FC,38,M,Oyo,Gig Worker,55728,True,2022-09-19,Referral
BRW07AECD87,28,M,Imo,Gig Worker,118184,True,2022-07-19,Social Media
BRW9BC311C5,43,F,Edo,Unemployed,0,True,2023-02-26,Organic
BRWC5F8B43E,20,F,Oyo,Self-Employed,97518,True,2022-01-25,Referral
BRW6284CFFF,19,F,Ogun,Self-Employed,274348,True,2023-12-27,Agent
BRWF6C6D6F4,20,F,Plateau,Self-Employed,138555,True,2024-04-02,Agent
BRW3DCFB9A4,58,M,Imo,Gig Worker,53205,False,2023-10-17,Social Media
BRWF17D592C,64,F,Borno,Gig Worker,110730,True,2022-09-21,Organic
BRWCB3A363C,19,M,Lagos,Gig Worker,70174,True,2024-04-12,Organic
BRWF7106306,30,M,Delta,Self-Employed,283423,True,2023-05-19,Organic
BRW42477C2A,34,F,Plateau,Self-Employed,200947,True,2022-09-23,Organic
BRW274D1E37,19,F,Lagos,Self-Employed,105692,False,2022-06-02,Referral
BRW32B9B9AF,18,M,Katsina,Salaried,284725,True,2023-02-05,Social Media
BRWA8C6D5AE,33,M,Katsina,Unemployed,0,True,2024-03-15,Organic
BRWD50F6B2C,23,F,Enugu,Self-Employed,220685,True,2023-07-03,Agent
BRWB4185037,27,M,Imo,Gig Worker,72509,True,2023-07-02,Agent
BRWBC406535,26,F,Imo,Gig Worker,119674,True,2023-07-22,Organic
BRW5CB313C8,28,M,Abuja,Salaried,444842,True,2023-01-03,Social Media
BRW0939F16F,57,M,Rivers,Self-Employed,89666,True,2023-08-31,Organic
BRW4509AB8B,28,M,Anambra,Gig Worker,104332,False,2024-04-11,Social Media
BRW772190FA,64,M,Katsina,Salaried,109388,True,2022-05-02,Organic
BRW30625032,41,F,Edo,Self-Employed,286438,True,2024-01-29,Social Media
BRW2E9D7774,59,M,Lagos,Salaried,154234,True,2024-07-29,Referral
BRW034CC409,24,M,Lagos,Self-Employed,43765,False,2024-04-20,Referral
BRW675ABD1D,31,M,Edo,Salaried,389876,True,2023-05-25,Social Media
BRW32574311,39,M,Borno,Salaried,186242,False,2024-01-26,Referral
BRW00BB5B24,26,M,Borno,Unemployed,0,True,2022-02-16,Social Media
BRW7F84A303,26,F,Kano,Salaried,154048,True,2023-07-21,Organic
BRW24017224,24,M,Edo,Self-Employed,74962,True,2023-01-21,Referral
BRW48A6CFBC,18,M,Plateau,Self-Employed,41664,True,2023-10-30,Social Media
BRW880D7BC7,25,F,Katsina,Gig Worker,123840,True,2022-05-27,Referral
BRW5AFD425F,34,M,Katsina,Self-Employed,285914,True,2022-07-04,Referral
BRWCB70C613,39,M,Delta,Salaried,490298,True,2022-08-30,Organic
BRW1970F873,64,F,Anambra,Unemployed,0,True,2023-04-21,Referral
BRWEB64CCAC,42,M,Kano,Salaried,181564,True,2024-09-18,Agent
BRWD5B1A75B,33,M,Kaduna,Salaried,102604,True,2023-03-22,Organic
BRW4FD8E719,39,M,Katsina,Gig Worker,79394,True,2023-07-05,Organic
BRW9A22D181,50,M,Rivers,Self-Employed,70425,True,2023-08-30,Social Media
BRW54D51BB2,30,M,Borno,Gig Worker,137751,True,2022-08-22,Organic
BRW899620ED,47,F,Abuja,Gig Worker,69221,True,2023-05-12,Organic
BRW0810D48D,30,M,Delta,Salaried,399518,True,2023-04-14,Referral
BRWFC53F24C,40,M,Ogun,Unemployed,0,True,2022-05-20,Organic
BRW21437941,31,M,Plateau,Self-Employed,239318,True,2022-06-10,Referral
BRWC16EC7E5,40,F,Anambra,Self-Employed,84547,False,2022-03-30,Social Media
BRW696BCC97,34,F,Edo,Gig Worker,48369,True,2022-01-15,Referral
BRWF40064BD,47,M,Rivers,Salaried,251597,False,2023-08-29,Agent
BRW2ECC2BE3,59,Unspecified,Lagos,Gig Worker,74758,False,2024-01-22,Referral
BRW5A817D11,18,F,Katsina,Self-Employed,165637,False,2023-04-09,Social Media
BRWAA2A20CC,20,F,Rivers,Gig Worker,110853,True,2022-10-30,Organic
BRWFCF44810,64,M,Katsina,Salaried,430767,True,2023-08-08,Referral
BRW964B7F9B,18,M,Katsina,Self-Employed,242331,True,2024-03-19,Agent
BRW35F7E73B,39,F,Abuja,Gig Worker,20178,True,2023-12-09,Social Media
BRW9DA7EEBB,18,F,Ogun,Self-Employed,110723,True,2024-03-24,Organic
BRW04E3773D,43,F,Lagos,Self-Employed,128000,True,2024-07-20,Referral
BRW9BAE99D9,57,M,Lagos,Salaried,271674,True,2022-06-29,Referral
BRWCC8E1106,45,M,Kaduna,Self-Employed,242788,True,2022-04-27,Referral
BRW034F01D1,47,F,Rivers,Gig Worker,134180,True,2024-02-19,Organic
BRW889FD786,27,M,Lagos,Salaried,436634,True,2022-12-20,Social Media
BRW2DB31150,33,F,Imo,Gig Worker,81625,False,2024-07-10,Organic
BRW00054F68,39,F,Plateau,Gig Worker,143910,True,2024-07-02,Agent
BRW8BDF2CFE,20,M,Abuja,Self-Employed,86874,True,2022-10-10,Organic
BRW0F8511B2,21,M,Imo,Salaried,187089,True,2023-03-03,Agent
BRWF9324C8E,34,M,Katsina,Salaried,261770,True,2022-10-26,Organic
BRW88B2049C,18,F,Imo,Gig Worker,129438,True,2023-08-16,Social Media
BRW549A5868,41,F,Anambra,Salaried,391090,False,2023-04-01,Social Media
BRW5B902A17,36,M,Oyo,Gig Worker,60172,True,2023-01-16,Agent
BRW0B30040B,49,M,Kano,Salaried,265137,True,2022-06-14,Referral
BRW2C2BF0D6,25,F,Kano,Unemployed,28203,True,2022-04-30,Organic
BRW96FF0CDD,25,M,Rivers,Salaried,216528,True,2022-02-05,Referral
BRWF81899CD,63,M,Kano,Salaried,315105,True,2022-05-05,Agent
BRW36D3D7A8,29,F,Plateau,Self-Employed,78111,True,2022-01-05,Agent
BRW1D21AC11,35,F,Enugu,Self-Employed,209671,False,2024-09-19,Agent
BRWA5C2E533,63,F,Katsina,Self-Employed,78557,False,2023-03-29,Social Media
BRW596C0BFB,20,M,Anambra,Self-Employed,50506,True,2022-01-26,Social Media
BRWC7A91CA2,54,M,Ogun,Self-Employed,64243,True,2023-08-21,Social Media
BRWD99608F9,50,M,Anambra,Gig Worker,45652,False,2023-11-25,Referral
BRWD53DE174,20,M,Ogun,Self-Employed,90973,True,2024-08-24,Organic
BRW07768CF4,42,F,Kaduna,Self-Employed,227685,True,2022-01-13,Organic
BRW0738B634,27,F,Enugu,Unemployed,0,True,2023-03-02,Referral
BRW1C2D61CC,25,F,Katsina,Gig Worker,147187,False,2022-05-23,Referral
BRWA702B614,38,M,Edo,Salaried,238980,True,2022-12-10,Organic
BRW6C57B69B,62,M,Imo,Gig Worker,31593,False,2023-03-01,Organic
BRWE0EB9EC6,31,M,Kano,Self-Employed,279828,False,2022-10-24,Social Media
BRW536B0320,19,F,Enugu,Gig Worker,129390,True,2023-04-20,Organic
BRWC17823FB,51,F,Edo,Salaried,237375,True,2022-05-08,Referral
BRW92EBD1DE,57,F,Imo,Self-Employed,168945,True,2022-05-03,Referral
BRW61E481D9,33,F,Ogun,Unemployed,24624,True,2022-09-22,Referral
BRWC969B2C7,32,M,Katsina,Gig Worker,35674,True,2024-05-15,Organic
BRWE343E36E,36,F,Kano,Salaried,321719,True,2022-02-24,Organic
BRWDF63309D,30,M,Imo,Unemployed,0,False,2023-06-11,Organic
BRWE1668EA9,40,F,Anambra,Gig Worker,98480,True,2022-11-20,Referral
BRW83B1E897,43,F,Kaduna,Salaried,439369,True,2023-08-17,Social Media
BRW31AEB1BF,21,M,Enugu,Salaried,227543,True,2024-08-01,Agent
BRW064C9086,20,F,Borno,Salaried,195927,False,2023-09-21,Referral
BRW7AF068E7,61,F,Borno,Gig Worker,113394,True,2023-03-04,Social Media
BRW2DCFF3CD,19,M,Kaduna,Gig Worker,141033,True,2023-01-07,Organic
BRW3C05E06F,30,M,Katsina,Unemployed,22141,True,2024-02-02,Referral
BRWC5728E55,23,F,Oyo,Gig Worker,38659,True,2022-05-14,Agent
BRW941D8584,30,M,Borno,Gig Worker,34643,True,2023-03-18,Organic
BRW043327BE,20,F,Enugu,Gig Worker,87302,True,2022-09-17,Organic
BRWEB0E74FB,25,F,Plateau,Salaried,130595,True,2023-08-25,Agent
BRW55881C48,22,M,Katsina,Self-Employed,63797,False,2024-08-29,Social Media
BRWF80B364D,27,F,Rivers,Gig Worker,122341,True,2022-03-11,Organic
BRW14EEF678,36,F,Oyo,Salaried,193769,True,2024-02-12,Social Media
BRWBE8CB140,63,F,Edo,Salaried,192205,True,2023-01-11,Referral
BRWBC49BFE5,22,M,Kaduna,Gig Worker,34067,False,2023-03-11,Organic
BRWE3C35CE5,23,M,Abuja,Salaried,244773,True,2023-05-23,Referral
BRWDC5EF207,45,M,Enugu,Self-Employed,50645,True,2022-10-18,Social Media
BRW7B6D160D,47,M,Anambra,Gig Worker,130243,True,2024-05-25,Social Media
BRWF4400651,55,M,Imo,Gig Worker,125176,True,2022-01-14,Agent
BRW40A02E43,32,M,Imo,Salaried,309668,True,2022-05-27,Social Media
BRW8B3855E1,44,Unspecified,Abuja,Unemployed,29295,True,2022-07-23,Social Media
BRWAB44C2FB,37,M,Enugu,Unemployed,0,True,2024-01-01,Referral
BRW6C6F9132,37,F,Delta,Gig Worker,124986,True,2023-11-14,Referral
BRW3E64F958,29,M,Enugu,Self-Employed,113109,True,2022-09-14,Social Media
BRW6B8D3C31,23,M,Abuja,Unemployed,0,True,2022-01-28,Agent
BRW6B3AC8B3,28,M,Ogun,Gig Worker,40019,True,2022-03-20,Referral
BRW6FCA6567,34,M,Imo,Self-Employed,162164,True,2023-06-01,Organic
BRWA204540C,27,M,Borno,Gig Worker,91646,True,2023-03-17,Agent
BRWE526B5CC,20,M,Enugu,Self-Employed,263575,True,2022-07-01,Social Media
BRW13E8B205,55,M,Delta,Salaried,450178,True,2024-01-03,Social Media
BRWD7F67C6B,49,F,Imo,Self-Employed,168595,True,2023-04-27,Social Media
BRW2F47013D,55,M,Ogun,Self-Employed,142599,False,2023-09-24,Referral
BRW4818B2D6,49,M,Lagos,Salaried,112203,True,2023-01-11,Social Media
BRWEAA7F816,47,M,Abuja,Salaried,407760,True,2023-01-01,Social Media
BRW3647B541,19,F,Ogun,Salaried,203009,True,2023-12-06,Organic
BRWF31FE42A,25,M,Lagos,Salaried,90334,True,2024-06-03,Social Media
BRW4157557A,33,F,Ogun,Self-Employed,45348,True,2022-11-21,Social Media
BRWF299FD92,28,M,Katsina,Self-Employed,251897,True,2022-12-11,Social Media
BRW99EBFC36,52,F,Kaduna,Gig Worker,41840,False,2022-07-26,Social Media
BRWD9C2AD3F,54,F,Rivers,Gig Worker,130150,True,2022-02-18,Organic
BRWBB4FC615,36,F,Abuja,Gig Worker,101863,True,2023-08-16,Organic
BRWC827E2D8,26,M,Rivers,Salaried,358430,True,2022-03-20,Referral
BRW3BD1F7BA,25,F,Kaduna,Gig Worker,76742,True,2023-02-16,Organic
BRWA3754E12,33,M,Lagos,Gig Worker,91770,True,2023-06-13,Agent
BRW652DC397,36,F,Oyo,Salaried,469130,False,2023-06-30,Referral
BRWC55D377E,55,M,Rivers,Unemployed,23550,True,2022-06-01,Organic
BRW423ADE4C,48,M,Kaduna,Gig Worker,130640,False,2024-07-22,Organic
BRWB181AC47,23,M,Kano,Self-Employed,255930,True,2023-09-08,Organic
BRWDA01300B,23,M,Edo,Salaried,94524,True,2023-05-13,Social Media
BRW66EE6501,30,M,Oyo,Self-Employed,49700,True,2022-09-22,Referral
BRWC0082962,24,F,Katsina,Self-Employed,208897,True,2022-01-21,Organic
BRWAF1A3801,58,F,Plateau,Salaried,236226,False,2024-07-07,Social Media
BRWEC3E059B,42,F,Rivers,Salaried,459707,True,2024-01-23,Social Media
BRW804508DE,21,F,Plateau,Gig Worker,96076,True,2023-05-24,Agent
BRWA2432257,23,M,Ogun,Salaried,244317,True,2024-04-05,Referral
BRW9B8276C5,23,M,Rivers,Self-Employed,77821,False,2023-03-27,Social Media
BRW2900730B,55,M,Abuja,Salaried,359691,True,2023-03-10,Social Media
BRW67210D62,24,F,Kaduna,Salaried,491185,True,2023-01-12,Referral
BRW947BDDE0,18,F,Borno,Unemployed,0,False,2023-12-09,Agent
BRW845C0C43,42,M,Katsina,Salaried,281688,True,2024-04-11,Referral
BRW0D0E0474,34,M,Plateau,Salaried,311946,False,2024-08-07,Agent
BRWA05C51D2,24,M,Rivers,Salaried,476711,False,2022-06-14,Agent
BRWBAFC931B,40,F,Borno,Gig Worker,120498,True,2024-06-06,Organic
BRW429F9FB6,50,M,Edo,Self-Employed,233184,True,2023-03-09,Agent
BRW1C0E93A8,52,M,Abuja,Gig Worker,111551,True,2023-09-09,Referral
BRWF6D6FEBF,35,M,Lagos,Salaried,444490,True,2022-07-08,Referral
BRW55FA8471,50,M,Oyo,Salaried,290062,True,2022-03-26,Organic
BRWF341BDB6,24,F,Borno,Gig Worker,120611,True,2023-09-01,Referral
BRW96D6B98D,51,F,Kano,Salaried,330801,True,2023-12-05,Social Media
BRW72ECA01D,26,M,Kano,Salaried,124249,True,2023-01-22,Agent
BRW27405451,57,F,Imo,Salaried,92042,True,2022-08-23,Agent
BRW7654B4EC,63,F,Lagos,Salaried,447662,True,2023-03-16,Referral
BRW178EF97E,21,M,Katsina,Unemployed,10574,True,2024-03-02,Agent
BRW720B814B,31,M,Rivers,Gig Worker,35533,True,2024-06-01,Referral
BRW55057635,24,M,Edo,Gig Worker,70079,True,2022-08-09,Agent
BRWC0816E4D,25,M,Borno,Gig Worker,74831,True,2022-10-25,Agent
BRW14CD60CE,23,M,Imo,Self-Employed,105095,True,2022-03-29,Organic
BRW72073705,21,M,Rivers,Salaried,443343,True,2023-12-27,Social Media
BRWB74F9A39,38,M,Kaduna,Salaried,372028,False,2023-04-28,Agent
BRW69A24666,64,F,Lagos,Unemployed,24602,True,2023-09-27,Social Media
BRWB8F7BE5E,63,F,Anambra,Gig Worker,37332,True,2022-07-03,Organic
BRWE2AD12C5,33,M,Anambra,Unemployed,0,True,2022-09-24,Organic
BRW3F9745D1,19,F,Plateau,Salaried,227325,True,2024-07-13,Agent
BRWEF6311D9,39,M,Delta,Gig Worker,54571,False,2022-11-20,Referral
BRWBD14DF9C,32,F,Borno,Unemployed,23208,True,2022-07-13,Organic
BRWBBE75F4F,23,M,Enugu,Salaried,216432,True,2024-07-05,Agent
BRW4B5FE9C7,19,F,Enugu,Self-Employed,225867,True,2024-05-16,Referral
BRWE1BB4B19,21,F,Kano,Salaried,186815,False,2024-02-07,Social Media
BRW0224C91E,24,M,Lagos,Gig Worker,96765,True,2023-08-08,Organic
BRW8F06CAAB,59,F,Plateau,Salaried,341153,True,2022-10-19,Referral
BRW5857DA6F,43,F,Abuja,Self-Employed,194753,False,2022-06-07,Organic
BRW7B81F4D7,31,M,Oyo,Gig Worker,82895,True,2022-01-06,Social Media
BRWBED48D4F,19,M,Katsina,Self-Employed,158777,False,2024-07-17,Agent
BRW3262625A,36,F,Oyo,Salaried,105523,True,2022-02-26,Referral
BRW4BD5FE67,35,M,Kano,Self-Employed,64261,True,2024-02-29,Agent
BRWCCA5A9B7,20,M,Delta,Gig Worker,41356,True,2024-02-10,Agent
BRWD0534790,21,F,Plateau,Salaried,306680,True,2023-12-03,Referral
BRWADB66ABD,27,M,Enugu,Salaried,272653,True,2023-02-02,Social Media
BRWF4A24AEB,35,M,Kaduna,Self-Employed,238309,True,2023-03-21,Referral
BRW1C876537,20,M,Rivers,Self-Employed,295137,True,2024-01-01,Organic
BRW73C4E630,33,M,Enugu,Self-Employed,177541,True,2024-07-17,Referral
BRW1C46C70D,25,F,Anambra,Unemployed,27423,True,2023-08-06,Organic
BRW0759C655,19,M,Delta,Salaried,136430,True,2023-11-08,Referral
BRWF74B7FF7,52,M,Anambra,Self-Employed,193503,True,2024-01-29,Referral
BRWA785BDB9,22,M,Delta,Salaried,286022,False,2022-11-01,Social Media
BRWC2D3B3F3,46,F,Oyo,Gig Worker,78975,True,2024-07-29,Agent
BRW8CDD1D6E,22,Unspecified,Oyo,Salaried,471658,False,2022-04-19,Social Media
BRW1127F7AD,18,M,Enugu,Self-Employed,43487,True,2023-02-19,Agent
BRWF6099118,62,M,Edo,Self-Employed,167591,False,2023-01-05,Referral
BRWAD0D491C,62,M,Kano,Gig Worker,125465,True,2022-07-15,Organic
BRWF25F244A,18,F,Imo,Unemployed,0,True,2024-05-12,Referral
BRW6334E4D7,50,F,Kano,Salaried,237767,True,2022-01-23,Organic
BRW2477432A,58,F,Enugu,Gig Worker,78361,True,2023-04-06,Social Media
BRW12EAA490,23,M,Kaduna,Self-Employed,258585,True,2023-10-08,Referral
BRWEBB576E2,30,F,Ogun,Self-Employed,169945,True,2022-10-25,Organic
BRWB231C1F4,29,F,Imo,Self-Employed,229953,False,2024-06-07,Social Media
BRW802E58B6,45,F,Anambra,Self-Employed,150625,True,2024-07-03,Referral
BRW3928F62E,57,F,Kaduna,Salaried,406472,True,2023-03-23,Organic
BRW05DE587F,25,M,Anambra,Salaried,260275,True,2024-07-19,Referral
BRW33C58268,59,F,Kano,Gig Worker,113742,False,2024-01-11,Referral
BRW748B43D2,62,F,Kaduna,Gig Worker,108225,True,2024-03-29,Agent
